Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
12067,Town Jan Shatabdi,4,JT,JORHAT,16:00,,400,GHYF,GUWAHATI,JT,JORHAT
12068,Town Jan Shatabdi Return,1,JT,JORHAT,,08:00,0,JT,JORHAT,GHYF,GUWAHATI
12068,Town Jan Shatabdi Return,2,OVF,OTTIVAKKAM,10:00,10:10,100,JT,JORHAT,GHYF,GUWAHATI
12068,Town Jan Shatabdi Return,3,SEO,SEOHARA,13:00,13:10,250,JT,JORHAT,GHYF,GUWAHATI
12068,Town Jan Shatabdi Return,4,GHYF,GUWAHATI,16:00,,400,JT,JORHAT,GHYF,GUWAHATI
12069,Jan Shatabdi,1,RIG,RAIGARH,,08:00,0,RIG,RAIGARH,GDJN,GONDIA JN.
12069,Jan Shatabdi,2,SWRM,SONUA MARKET PLACE,10:00,10:10,100,RIG,RAIGARH,GDJN,GONDIA JN.
12069,Jan Shatabdi,3,MQSG,"MSEB THERMAL POWER STATION SDG, ODHA",13:00,13:10,250,RIG,RAIGARH,GDJN,GONDIA JN.
12069,Jan Shatabdi,4,GDJN,GONDIA JN.,16:00,,400,RIG,RAIGARH,GDJN,GONDIA JN.
12070,Jan Shatabdi Return,1,GDJN,GONDIA JN.,,08:00,0,GDJN,GONDIA JN.,RIG,RAIGARH
12070,Jan Shatabdi Return,2,COB,COOCH BEHAR,10:00,10:10,100,GDJN,GONDIA JN.,RIG,RAIGARH
12070,Jan Shatabdi Return,3,DLCR,DULLABCHERRA,13:00,13:10,250,GDJN,GONDIA JN.,RIG,RAIGARH
12070,Jan Shatabdi Return,4,RIG,RAIGARH,16:00,,400,GDJN,GONDIA JN.,RIG,RAIGARH
12071,Jan Shatabdi,1,DRJ,DADAR JN.,,08:00,0,DRJ,DADAR JN.,AWB,AURANGABAD
12071,Jan Shatabdi,2,IGHP,M/S CESC NEW GENERATING PWER STATION TITAGARH,10:00,10:10,100,DRJ,DADAR JN.,AWB,AURANGABAD
12071,Jan Shatabdi,3,EOLD,M/S NAYARA ENERGY LTD,13:00,13:10,250,DRJ,DADAR JN.,AWB,AURANGABAD
12071,Jan Shatabdi,4,AWB,AURANGABAD,16:00,,400,DRJ,DADAR JN.,AWB,AURANGABAD
12072,Jan Shatabdi Return,1,AWB,AURANGABAD,,08:00,0,AWB,AURANGABAD,DRJ,DADAR JN.
12072,Jan Shatabdi Return,2,BERO,BERO,10:00,10:10,100,AWB,AURANGABAD,DRJ,DADAR JN.
12072,Jan Shatabdi Return,3,PLJ,PALEJ,13:00,13:10,250,AWB,AURANGABAD,DRJ,DADAR JN.
12072,Jan Shatabdi Return,4,DRJ,DADAR JN.,16:00,,400,AWB,AURANGABAD,DRJ,DADAR JN.
12073,Jan Shatabdi,1,ABKD,"BHOWRAH NO. 5, KHANUDIH",,08:00,0,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBS,BHUBANESWAR
12073,Jan Shatabdi,2,TKF,TAKIROAD,10:00,10:10,100,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBS,BHUBANESWAR
12073,Jan Shatabdi,3,NS,NARASAPUR,13:00,13:10,250,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBS,BHUBANESWAR
12073,Jan Shatabdi,4,BBS,BHUBANESWAR,16:00,,400,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBS,BHUBANESWAR
12074,Jan Shatabdi Return,1,BBS,BHUBANESWAR,,08:00,0,BBS,BHUBANESWAR,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12074,Jan Shatabdi Return,2,BGAR,BANGARI(HALT),10:00,10:10,100,BBS,BHUBANESWAR,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12074,Jan Shatabdi Return,3,TPSK,"M/S BHARAT ALLUNINIUM CO. LTD, KORBA",13:00,13:10,250,BBS,BHUBANESWAR,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12074,Jan Shatabdi Return,4,ABKD,"BHOWRAH NO. 5, KHANUDIH",16:00,,400,BBS,BHUBANESWAR,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12075,Jan Shatabdi,1,OD,OD,,08:00,0,OD,OD,PURA,PURA
12075,Jan Shatabdi,2,JHK,JETHUKE,10:00,10:10,100,OD,OD,PURA,PURA
12075,Jan Shatabdi,3,BEF,BHUPDEOPUR,13:00,13:10,250,OD,OD,PURA,PURA
12075,Jan Shatabdi,4,PURA,PURA,16:00,,400,OD,OD,PURA,PURA
12076,Jan Shatabdi Return,1,PURA,PURA,,08:00,0,PURA,PURA,OD,OD
12076,Jan Shatabdi Return,2,BCS,BARKUHI,10:00,10:10,100,PURA,PURA,OD,OD
12076,Jan Shatabdi Return,3,PMU,PARMANANDPUR,13:00,13:10,250,PURA,PURA,OD,OD
12076,Jan Shatabdi Return,4,OD,OD,16:00,,400,PURA,PURA,OD,OD
12077,Jan Shatabdi,1,MAS,CHENNAI CENTRAL,,08:00,0,MAS,CHENNAI CENTRAL,BWDC,VIJAYAWADA WEST DESPATCH C
12077,Jan Shatabdi,2,MMVR,MURGA MAHADEV ROAD,10:00,10:10,100,MAS,CHENNAI CENTRAL,BWDC,VIJAYAWADA WEST DESPATCH C
12077,Jan Shatabdi,3,MVD,MULVAD,13:00,13:10,250,MAS,CHENNAI CENTRAL,BWDC,VIJAYAWADA WEST DESPATCH C
12077,Jan Shatabdi,4,BWDC,VIJAYAWADA WEST DESPATCH C,16:00,,400,MAS,CHENNAI CENTRAL,BWDC,VIJAYAWADA WEST DESPATCH C
12078,Jan Shatabdi Return,1,BWDC,VIJAYAWADA WEST DESPATCH C,,08:00,0,BWDC,VIJAYAWADA WEST DESPATCH C,MAS,CHENNAI CENTRAL
12078,Jan Shatabdi Return,2,NLY,NALIYA,10:00,10:10,100,BWDC,VIJAYAWADA WEST DESPATCH C,MAS,CHENNAI CENTRAL
12078,Jan Shatabdi Return,3,CPML,CENTURY PULP & PAPER MILLS LTD. LALKUA,13:00,13:10,250,BWDC,VIJAYAWADA WEST DESPATCH C,MAS,CHENNAI CENTRAL
12078,Jan Shatabdi Return,4,MAS,CHENNAI CENTRAL,16:00,,400,BWDC,VIJAYAWADA WEST DESPATCH C,MAS,CHENNAI CENTRAL
12079,Jan Shatabdi,1,BNC,BANGALORE CANTT.,,08:00,0,BNC,BANGALORE CANTT.,FIH,FCI SIDING HUBLI
12079,Jan Shatabdi,2,BECM,BENGAL EMTYA COAL MINES LTD.,10:00,10:10,100,BNC,BANGALORE CANTT.,FIH,FCI SIDING HUBLI
12079,Jan Shatabdi,3,MYG,MIYAGAM KARJAN JN.,13:00,13:10,250,BNC,BANGALORE CANTT.,FIH,FCI SIDING HUBLI
12079,Jan Shatabdi,4,FIH,FCI SIDING HUBLI,16:00,,400,BNC,BANGALORE CANTT.,FIH,FCI SIDING HUBLI
12080,Jan Shatabdi Return,1,FIH,FCI SIDING HUBLI,,08:00,0,FIH,FCI SIDING HUBLI,BNC,BANGALORE CANTT.
12080,Jan Shatabdi Return,2,BLEY,BHILAI EXCHANGE YARD,10:00,10:10,100,FIH,FCI SIDING HUBLI,BNC,BANGALORE CANTT.
12080,Jan Shatabdi Return,3,DISA,DISA,13:00,13:10,250,FIH,FCI SIDING HUBLI,BNC,BANGALORE CANTT.
12080,Jan Shatabdi Return,4,BNC,BANGALORE CANTT.,16:00,,400,FIH,FCI SIDING HUBLI,BNC,BANGALORE CANTT.
12081,Jan Shatabdi,1,KANN,KANNUR,,08:00,0,KANN,KANNUR,PURA,PURA
12081,Jan Shatabdi,2,BHPA,BAHRUPIYA HALT,10:00,10:10,100,KANN,KANNUR,PURA,PURA
12081,Jan Shatabdi,3,PQY,PABLI KHAS,13:00,13:10,250,KANN,KANNUR,PURA,PURA
12081,Jan Shatabdi,4,PURA,PURA,16:00,,400,KANN,KANNUR,PURA,PURA
12082,Jan Shatabdi Return,1,PURA,PURA,,08:00,0,PURA,PURA,KANN,KANNUR
12082,Jan Shatabdi Return,2,BHME,BHANDARIDAH,10:00,10:10,100,PURA,PURA,KANN,KANNUR
12082,Jan Shatabdi Return,3,SJL,SANGAM JAGARLAMUDI HALT,13:00,13:10,250,PURA,PURA,KANN,KANNUR
12082,Jan Shatabdi Return,4,KANN,KANNUR,16:00,,400,PURA,PURA,KANN,KANNUR
12083,Jan Shatabdi,1,MV,MAYILADUTURAI JN.,,08:00,0,MV,MAYILADUTURAI JN.,CMTJ,COIMBATORE JN.
12083,Jan Shatabdi,2,GD,GONDA JN.,10:00,10:10,100,MV,MAYILADUTURAI JN.,CMTJ,COIMBATORE JN.
12083,Jan Shatabdi,3,KTKS,KANTAKOSH HALT,13:00,13:10,250,MV,MAYILADUTURAI JN.,CMTJ,COIMBATORE JN.
12083,Jan Shatabdi,4,CMTJ,COIMBATORE JN.,16:00,,400,MV,MAYILADUTURAI JN.,CMTJ,COIMBATORE JN.
12084,Jan Shatabdi Return,1,CMTJ,COIMBATORE JN.,,08:00,0,CMTJ,COIMBATORE JN.,MV,MAYILADUTURAI JN.
12084,Jan Shatabdi Return,2,BUP,BARIARPUR,10:00,10:10,100,CMTJ,COIMBATORE JN.,MV,MAYILADUTURAI JN.
12084,Jan Shatabdi Return,3,PGA,PAGARA,13:00,13:10,250,CMTJ,COIMBATORE JN.,MV,MAYILADUTURAI JN.
12084,Jan Shatabdi Return,4,MV,MAYILADUTURAI JN.,16:00,,400,CMTJ,COIMBATORE JN.,MV,MAYILADUTURAI JN.
12101,Howrah Jnaneswari,1,LOKM,LOKMANYA TILAK,,08:00,0,LOKM,LOKMANYA TILAK,T,(T)
12101,Howrah Jnaneswari,2,GKPE,GORAKHPUR EAST LOBBY,10:00,10:10,100,LOKM,LOKMANYA TILAK,T,(T)
12101,Howrah Jnaneswari,3,PLHW,PAHLAWAS,13:00,13:10,250,LOKM,LOKMANYA TILAK,T,(T)
12101,Howrah Jnaneswari,4,T,(T),16:00,,400,LOKM,LOKMANYA TILAK,T,(T)
12102,Howrah Jnaneswari Return,1,T,(T),,08:00,0,T,(T),LOKM,LOKMANYA TILAK
12102,Howrah Jnaneswari Return,2,PQL,PINDIAL,10:00,10:10,100,T,(T),LOKM,LOKMANYA TILAK
12102,Howrah Jnaneswari Return,3,AZ,AZIMGANJ JN.,13:00,13:10,250,T,(T),LOKM,LOKMANYA TILAK
12102,Howrah Jnaneswari Return,4,LOKM,LOKMANYA TILAK,16:00,,400,T,(T),LOKM,LOKMANYA TILAK
12105,Vidarbha,1,WB,MUMBAI,,08:00,0,WB,MUMBAI,GDJN,GONDIA JN.
12105,Vidarbha,2,RDE,RUNDHI,10:00,10:10,100,WB,MUMBAI,GDJN,GONDIA JN.
12105,Vidarbha,3,BLP,BALRAMPUR,13:00,13:10,250,WB,MUMBAI,GDJN,GONDIA JN.
12105,Vidarbha,4,GDJN,GONDIA JN.,16:00,,400,WB,MUMBAI,GDJN,GONDIA JN.
12106,Vidarbha Return,1,GDJN,GONDIA JN.,,08:00,0,GDJN,GONDIA JN.,WB,MUMBAI
12106,Vidarbha Return,2,LAT,LATHI,10:00,10:10,100,GDJN,GONDIA JN.,WB,MUMBAI
12106,Vidarbha Return,3,SCY,SACHIWALAY(HALT),13:00,13:10,250,GDJN,GONDIA JN.,WB,MUMBAI
12106,Vidarbha Return,4,WB,MUMBAI,16:00,,400,GDJN,GONDIA JN.,WB,MUMBAI
12107,Lucknow,1,LOKM,LOKMANYA TILAK,,08:00,0,LOKM,LOKMANYA TILAK,T,(T)
12107,Lucknow,2,PMQ,PARMANAND,10:00,10:10,100,LOKM,LOKMANYA TILAK,T,(T)
12107,Lucknow,3,PDJ,PHIDING,13:00,13:10,250,LOKM,LOKMANYA TILAK,T,(T)
12107,Lucknow,4,T,(T),16:00,,400,LOKM,LOKMANYA TILAK,T,(T)
12108,Lucknow Return,1,T,(T),,08:00,0,T,(T),LOKM,LOKMANYA TILAK
12108,Lucknow Return,2,NGNX,NANDGAON YARD,10:00,10:10,100,T,(T),LOKM,LOKMANYA TILAK
12108,Lucknow Return,3,JKDL,JAIPURIA KAJORA COLLIERY SDG.,13:00,13:10,250,T,(T),LOKM,LOKMANYA TILAK
12108,Lucknow Return,4,LOKM,LOKMANYA TILAK,16:00,,400,T,(T),LOKM,LOKMANYA TILAK
12109,Panchavati,1,WB,MUMBAI,,08:00,0,WB,MUMBAI,ANKX,ANKAI MANMAD DIRECT
12109,Panchavati,2,GSNR,GOSAIPUR ASSAM,10:00,10:10,100,WB,MUMBAI,ANKX,ANKAI MANMAD DIRECT
12109,Panchavati,3,DSGD,"DEFENCE SIDING, DASUYA",13:00,13:10,250,WB,MUMBAI,ANKX,ANKAI MANMAD DIRECT
12109,Panchavati,4,ANKX,ANKAI MANMAD DIRECT,16:00,,400,WB,MUMBAI,ANKX,ANKAI MANMAD DIRECT
12110,Panchavati Return,1,ANKX,ANKAI MANMAD DIRECT,,08:00,0,ANKX,ANKAI MANMAD DIRECT,WB,MUMBAI
12110,Panchavati Return,2,SHLU,SHELU,10:00,10:10,100,ANKX,ANKAI MANMAD DIRECT,WB,MUMBAI
12110,Panchavati Return,3,SVRP,SHIVANARAYANPUR,13:00,13:10,250,ANKX,ANKAI MANMAD DIRECT,WB,MUMBAI
12110,Panchavati Return,4,WB,MUMBAI,16:00,,400,ANKX,ANKAI MANMAD DIRECT,WB,MUMBAI
